Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
19,Miles Sanders,PHI,RB,17,219,1029.1,4.7,6.5,55.4,41,339.4,1.8,1.8,1.8,10.8,183.05
20,D'Andre Swift,DET,RB,17,194.4,862.9,4.4,7.5,65.6,58.1,432.7,2,2.1,2.1,10.7,182.36
21,Darrell Henderson Jr.,LAR,RB,17,219.8,970.8,4.4,7.6,56.9,34.6,291.7,1.9,1.7,1.7,10.6,179.85
22,Myles Gaskin,MIA,RB,17,204.7,853.3,4.2,5.5,56.6,48.5,381,1.8,1.9,1.9,9.6,163.43
23,Mike Davis,ATL,RB,17,220.3,868.3,3.9,6.2,58.4,46,315.6,1.5,2.1,2.1,9.4,160.39
24,Javonte Williams,DEN,RB,17,207,892.8,4.3,5.8,33.7,30.4,224,1.3,1.9,1.9,8.9,150.48
25,James Robinson,JAX,RB,17,187.3,818.3,4.4,5.9,44.1,34.3,242.9,1.4,1.6,1.6,8.6,146.72
26,Raheem Mostert,SF,RB,17,167.2,823.7,4.9,5.9,29.4,24.3,227.6,1.4,1.5,1.5,8.6,145.93
27,Kareem Hunt,CLE,RB,17,154.9,672.3,4.3,5.5,53.3,38.9,319.9,2.6,1.2,1.2,8.6,145.42
28,Chase Edmonds,ARI,RB,17,156,687,4.4,4,51.9,49.4,373.7,2.5,1.4,1.4,8.4,142.27
29,Damien Harris,NE,RB,17,198.9,919.4,4.6,5.6,20.1,15.6,120.7,0.6,1.4,1.4,8.1,138.41
30,Travis Etienne Jr.,JAX,RB,17,139,612.5,4.4,3.7,74,57.7,469.3,1.9,2.3,2.3,8.1,137.18
31,Melvin Gordon III,DEN,RB,17,171.2,761.3,4.5,5.5,37.4,25.9,158.9,1.1,2.1,2.1,7.5,127.42
32,Leonard Fournette,TB,RB,17,160.3,657.9,4.1,6.1,46.7,30.7,208.4,0.9,1.1,1.1,7.4,126.43
33,David Johnson,HOU,RB,17,141.3,612.5,4.3,4.7,44.6,33,291.5,1.5,1.3,1.3,7.4,125
34,Ronald Jones II,TB,RB,17,164.6,764.8,4.6,5.8,22.7,15,105,0.7,1.4,1.4,7.2,123.18
35,James Conner,ARI,RB,17,153.7,654.5,4.2,6,44.3,26.7,187.8,0.9,1.3,1.3,7.2,123.03
36,Trey Sermon,SF,RB,17,154.4,676.7,4.4,5.2,46,23.7,203.5,1.1,1.6,1.6,7.2,122.62
37,Michael Carter,NYJ,RB,17,155.7,665.6,4.3,4.1,55,34.5,284.7,0.9,1.7,1.7,7.2,121.63
38,Zack Moss,BUF,RB,17,153.7,659.6,4.3,5.4,29,25.8,189.2,1,1.2,1.2,7.1,120.88
39,A.J. Dillon,GB,RB,17,165.8,746.2,4.5,4.8,22.4,18.4,141,0.6,1.3,1.3,7,118.52
40,Gus Edwards,BAL,RB,17,157.2,752.6,4.8,5.2,10.3,11,102.2,0.4,1.3,1.3,6.9,116.48
41,Kenyan Drake,LV,RB,17,139,576.4,4.1,4.4,32.1,34.5,240.8,0.8,1.3,1.3,6.5,110.32
42,Jamaal Williams,DET,RB,17,139.1,578.5,4.2,3.2,38.1,34.1,248.3,1,1.2,1.2,6.2,105.48
43,Latavius Murray,NO,RB,17,130.9,554.5,4.2,3.8,30.4,24.3,184.7,0.9,1,1,5.9,100.12
44,Devin Singletary,BUF,RB,17,121.2,536.9,4.4,2.4,46.1,30.7,222.9,1,1.2,1.2,5.5,93.98
45,Tony Pollard,DAL,RB,17,106.4,465.7,4.4,3.4,44,30.8,225.9,1.1,1.1,1.1,5.5,93.96
46,Alexander Mattison,MIN,RB,17,123.8,537.4,4.3,2.7,31.6,18.9,146.4,0.8,0.9,0.9,5.2,87.58
47,Nyheim Hines,IND,RB,17,65,267.5,4.1,1.9,63.3,50.7,378.9,1.9,1.1,1.1,5,85.24
48,Phillip Lindsay,HOU,RB,17,120.5,531.8,4.4,2.6,20.9,17.7,120.7,0.3,1,1,4.7,80.65
49,Tevin Coleman,NYJ,RB,17,118.6,464.3,3.9,3.3,26.3,17.3,136.1,0.3,1.2,1.2,4.7,79.24
50,James White,NE,RB,17,44.1,175.7,4,1.8,60.3,51.3,402.6,1.5,1.1,1.1,4.4,75.43
51,J.D. McKissic,WAS,RB,17,60.5,262.1,4.4,1.1,71,49.2,364.6,1.2,0.8,0.8,4.4,74.87
52,Rashaad Penny,SEA,RB,17,91.5,394.6,4.3,2.7,19.7,16.1,127.4,0.6,0.7,0.7,4.2,70.6
53,Sony Michel,NE,RB,17,101.2,456.9,4.5,2.7,13.1,8.9,71.1,0.3,0.6,0.6,4.1,69.6
54,Xavier Jones,LAR,RB,17,86.8,360.4,4.1,2.7,31.9,14.5,112,0.3,0.9,0.9,3.7,63.44
55,Darrel Williams,KC,RB,17,74.6,318.7,4.3,2.3,33.7,20.9,140.1,0.4,0.5,0.5,3.6,61.08
56,Malcolm Brown,MIA,RB,17,80.8,323.7,4,3,17.1,14.3,94.8,0.2,0.7,0.7,3.5,59.65
57,Giovani Bernard,TB,RB,17,44.7,167.4,3.7,1.1,51.1,40.9,304.5,1,0.6,0.6,3.4,58.59
58,Cordarrelle Patterson,ATL,RB,17,61.7,280.1,4.5,1.5,32.7,20,164.4,1,0.5,0.5,3.4,58.45
59,Damien Williams,CHI,RB,17,64.4,260.7,4.1,2,41.6,23.6,168.2,0.8,0.7,0.7,3.4,58.29
60,Chuba Hubbard,CAR,RB,17,78.3,332.1,4.3,2.5,17.1,12.7,101.2,0.2,1,1,3.4,57.53
61,Darrynton Evans,TEN,RB,17,72.2,296.7,4.1,1.8,35.1,18.1,141.2,0.7,0.7,0.7,3.4,57.39
62,Joshua Kelley,LAC,RB,17,96,352.5,3.7,2.1,29.4,14.9,94.5,0.2,1.3,1.3,3.3,55.9
63,Devontae Booker,NYG,RB,17,72.1,317.1,4.4,2,30,15.7,103.1,0.5,0.7,0.7,3.3,55.62
64,Salvon Ahmed,MIA,RB,17,76.8,324.6,4.2,2,30,15.4,104.2,0.2,0.3,0.3,3.3,55.48
65,Tarik Cohen,CHI,RB,17,42.8,181.1,4.2,0.9,36.9,35.9,261,1.2,0.9,0.9,3.2,55.01
66,Boston Scott,PHI,RB,17,54.6,230.4,4.2,1.6,29.9,23.1,179.1,0.8,0.6,0.6,3.2,54.15
67,Ty Johnson,NYJ,RB,17,70.1,312.5,4.5,1.8,29.9,14.1,92.7,0.3,0.4,0.4,3.1,52.32
68,Kenneth Gainwell,PHI,RB,17,58.6,252.4,4.3,1.7,34.7,17,138.2,0.7,0.8,0.8,3.1,51.86
69,Qadree Ollison,ATL,RB,17,80,301,3.8,2.5,12.6,9.7,67.6,0.3,1.1,1.1,3,51.46
70,Marlon Mack,IND,RB,17,68.4,293,4.3,2.3,18.7,12.2,85.7,0.1,0.5,0.5,3,51.27
71,Samaje Perine,CIN,RB,17,66.2,291.1,4.4,1.8,23.6,13.9,86.8,0.2,0.3,0.3,2.9,49.19
72,Justin Jackson,LAC,RB,17,62.5,278.1,4.5,1.3,21.6,15.6,111.4,0.3,0.5,0.5,2.8,47.55
73,Jeff Wilson Jr.,SF,RB,17,55.5,247.2,4.4,2.6,10.7,6.2,52.4,0.4,0.7,0.7,2.7,46.56
74,Jake Funk,LAR,RB,17,64.6,270.9,4.2,1.5,21,11.2,92.1,0.2,0.3,0.3,2.7,45.9
75,Mark Ingram II,HOU,RB,17,62.1,258.7,4.2,1.9,7.6,8.8,64.6,0.4,0.7,0.7,2.6,44.73
76,Rhamondre Stevenson,NE,RB,17,59.1,245.3,4.2,2,17.1,10,66,0.2,0.8,0.8,2.5,42.73
77,Wayne Gallman II,SF,RB,17,55.9,240.6,4.3,1.7,23.9,12.5,84,0.2,0.7,0.7,2.5,42.46
78,Kyle Juszczyk,SF,FB,17,13.3,50.1,3.8,0.6,28,20.5,215,1.9,0.5,0.5,2.4,40.51
79,Larry Rountree III,LAC,RB,17,54.6,224.8,4.1,1.7,8.4,9.3,69,0.2,0.4,0.4,2.4,39.98
80,La'Mical Perine,NYJ,RB,17,54.4,226.5,4.2,1.4,24.4,10.1,73,0.2,0.2,0.2,2.3,39.15
81,Carlos Hyde,JAX,RB,17,54.5,227.4,4.2,1.6,18,7.8,59.3,0.1,0.5,0.5,2.2,37.87
82,DeeJay Dallas,SEA,RB,17,40,153.7,3.8,1,25.6,16.3,128.4,0.6,0.5,0.5,2.2,36.81
83,Brian Hill,TEN,RB,17,50.9,234.7,4.6,1.1,11.7,8.2,62.3,0.2,0.6,0.6,2.1,36.3
84,Rex Burkhead,HOU,RB,17,29.8,123.7,4.1,1.1,19,13.1,120.8,0.9,0.4,0.4,2.1,35.65
85,Jerick McKinnon,KC,RB,17,35.2,149.9,4.3,0.7,41.1,16,131.5,0.6,0.2,0.2,2.1,35.54
86,Mike Boone,DEN,RB,17,55.7,258.2,4.6,1.1,9,5.9,39,0,0.5,0.5,2.1,35.32
87,Benny Snell Jr.,PIT,RB,17,57.7,217,3.7,1.6,8.6,5.5,34.4,0,0.6,0.6,2,33.54
88,Matt Breida,BUF,RB,17,48.2,208.8,4.4,0.6,19.9,11.5,84.5,0.3,1,1,1.9,32.73
89,Anthony McFarland Jr.,PIT,RB,17,54.2,207.8,3.9,1,13.4,8.9,68.7,0.1,0.8,0.8,1.9,32.65
90,Elijah Mitchell,SF,RB,17,45.8,201,4.4,0.5,20.3,7.9,74.2,0.1,0.2,0.2,1.8,30.72
91,Jermar Jefferson,DET,RB,17,38.8,161.4,4.1,1.2,12.9,10.2,76.8,0,0.2,0.2,1.8,30.62
92,Jalen Richard,LV,RB,17,23.1,121.5,5.3,0.5,21.1,15.8,132.9,0.5,0.5,0.5,1.8,30.44
93,Peyton Barber,WAS,RB,17,47.6,163.6,3.4,1.8,1.7,3.8,23.5,0.1,0.5,0.5,1.7,29.11
94,Trayveon Williams,CIN,RB,17,32.4,148.3,4.6,0.9,9,10.5,84.2,0.3,1,1,1.7,28.45
95,Javian Hawkins,ATL,RB,17,45.9,184.1,4,1.1,5.7,3.9,29.3,0,0.3,0.3,1.6,27.34
96,Jaret Patterson,WAS,RB,17,28.6,127,4.4,2.1,0,0.6,4.3,0,0,0,1.5,25.73
97,Justice Hill,BAL,RB,17,29.9,138.9,4.6,0.7,15.9,7.4,54.7,0.1,0.2,0.2,1.4,23.76
98,Kalen Ballage,PIT,RB,17,31.6,120.2,3.8,1.2,15,6.2,41.4,0,0.3,0.3,1.3,22.76
99,Brandon Bolden,NE,RB,17,14.8,70.2,4.7,1.5,0,3,29.3,0.4,0,0,1.3,21.35
100,D'Onta Foreman,ATL,RB,17,32.7,143.4,4.3,0.9,5,1.9,12.2,0,0,0,1.2,20.96
101,Kylin Hill,GB,RB,17,30.8,124.8,4,0.6,14.1,4.5,36.4,0.2,0.1,0.1,1.2,20.72
102,Kerryon Johnson,PHI,RB,17,25.9,99.1,3.8,0.7,30,7.9,57.7,0.1,0.2,0.2,1.2,20.08
103,Royce Freeman,DEN,RB,17,23.4,104.3,4.5,0.3,31.1,9.2,68.7,0.1,0.1,0.1,1.1,19.5
104,Jordan Wilkins,IND,RB,17,27.4,113.6,4.2,0.5,13.6,4.8,31,0.1,0.1,0.1,1.1,17.86
105,Chris Evans,CIN,RB,17,22.2,90.5,4.1,0.3,12.9,6.9,58.5,0.1,0.2,0.2,1,16.9
106,Raymond Calais,LAR,RB,17,24,94.5,3.9,0.6,1.7,3.6,26.4,0.1,0.1,0.1,0.9,16.09
107,Ke'Shawn Vaughn,TB,RB,17,16.7,70,4.1,0.5,18.1,4.9,40.3,0.3,0.1,0.1,0.9,15.63
108,Devonta Freeman,NO,RB,17,16.5,62.2,3.9,0.7,13.9,6.1,40.8,0.1,0,0,0.9,15.1
109,Gerrid Doaks,MIA,RB,17,18.4,76,4.2,0.5,1.7,5.7,41.7,0.1,0.2,0.2,0.9,14.97
110,Ameer Abdullah,MIN,RB,17,15.1,66.9,4.5,0.1,8,6.4,46.3,0.5,0,0,0.9,14.92
111,Kene Nwangwu,MIN,RB,17,26.7,102.1,3.8,0.3,6.9,3.7,26.6,0.1,0.2,0.2,0.9,14.87
112,Khalil Herbert,CHI,RB,17,18.2,80.5,4.4,0.6,9,3.7,27.3,0.1,0.1,0.1,0.9,14.78
113,Demetric Felton,CLE,RB,17,8.2,33.3,4.1,0.2,32,8,74.7,0.3,0,0,0.8,13.8
114,Gary Brightwell,NYG,RB,17,25.4,108.4,4.3,0,9,3.7,29.5,0,0,0,0.8,13.79
115,Jeremy McNichols,TEN,RB,17,20.2,87.6,4.4,0.3,8,3.8,23.4,0.1,0,0,0.8,13.5
116,Jaylen Samuels,PIT,RB,17,15.7,63.6,4,0.3,15.9,6.7,40.3,0.1,0.1,0.1,0.7,12.59
117,Trey Edmunds,PIT,RB,17,14.8,64,4.3,0.4,0,3.9,25.8,0.2,0,0,0.7,12.58
118,Eno Benjamin,ARI,RB,17,17.7,72.1,4,0.4,6,3.4,23.9,0.1,0.1,0.1,0.7,12.4
119,Ito Smith,ARI,RB,17,14.4,59.4,4.2,0.5,8.1,4.8,30,0.1,0.1,0.1,0.7,12.34
120,Jordan Howard,PHI,RB,17,14.6,58.6,3.9,1,3,0.4,4.3,0,0,0,0.7,12.29
121,Alex Collins,SEA,RB,17,14.1,58.9,4.2,0.8,0,2.7,13.7,0.1,0.2,0.2,0.7,12.26
122,Travis Homer,SEA,RB,17,17.2,68,4,0.2,5.9,5.7,36.8,0.1,0.1,0.1,0.7,12.08
123,C.J. Ham,MIN,FB,17,5.4,19.8,4,0.1,0,7.4,72.3,0.4,0.1,0.1,0.7,12.01
124,JaMycal Hasty,SF,RB,17,18.6,84,4.4,0.2,4.7,2.6,16.9,0.1,0,0,0.7,11.89
125,D'Ernest Johnson,CLE,RB,17,19.7,88.9,4.4,0.2,0,2.4,16.8,0,0.1,0.1,0.7,11.57
126,Alec Ingold,LV,FB,17,3.5,12.6,3.2,0.1,0,8.6,68,0.5,0.1,0.1,0.7,11.46
127,Darwin Thompson,KC,RB,17,17,65,3.8,0.3,8.6,4,25.1,0.1,0.1,0.1,0.7,11.21
128,Dontrell Hilliard,HOU,RB,17,9.5,34.6,3.5,0.8,0,3.7,27.7,0,0,0,0.6,11.03
129,Patrick Ricard,BAL,FB,17,4.1,11.4,2.8,0,0,9.2,56.9,0.7,0.4,0.4,0.6,10.23
130,Rodney Smith,CAR,RB,17,15.1,58.6,3.9,0.4,6,3.3,21.4,0,0.1,0.1,0.6,10.2
131,Lamar Miller,WAS,RB,17,13.7,55.4,3.9,0.5,12,1.7,13,0,0,0,0.6,9.84
132,Ty Montgomery,NO,RB,17,10,40.8,4.1,0,1.1,4.8,48.7,0.1,0.1,0.1,0.6,9.35
133,Corey Clement,NYG,RB,17,10.4,43.9,4.4,0.6,7.4,2.4,14.3,0,0.1,0.1,0.5,9.22
134,Pooka Williams Jr.,CIN,RB,17,16,69,4.3,0,3,2,14,0,0,0,0.5,8.3
135,J.J. Taylor,NE,RB,17,11.9,51.4,4.2,0.3,3.4,1.4,9.1,0,0,0,0.5,7.85
136,Tony Brooks-James,PIT,RB,17,15.1,58.8,3.9,0.2,0,0.9,7.1,0,0,0,0.5,7.79
137,Alfred Morris,NYG,RB,17,11.5,51.6,4.3,0.3,3,1,6.9,0,0,0,0.4,7.65
138,Reggie Bonnafon,CAR,RB,17,11.5,48.1,4,0.1,0,3,20.7,0,0,0,0.4,7.48
139,Alex Armah,NO,FB,17,4.2,17.4,4.2,0.2,0,4.2,34.7,0.2,0.1,0.1,0.4,7.41
140,Dare Ogunbowale,JAX,RB,17,9.3,38,4.2,0,22,6.1,38,0,0.1,0.1,0.4,7.4
141,Ty'Son Williams,BAL,RB,17,12.2,45.6,3.8,0.4,0,0.2,1.5,0,0.1,0.1,0.4,6.91
142,Rico Dowdle,DAL,RB,17,6.8,26.2,3.7,0.1,0,3.3,27.2,0.1,0.1,0.1,0.4,6.34
143,Josh Adams,NYJ,RB,17,7.7,40.1,5,0.2,0,0.8,5,0,0,0,0.3,5.71
144,Nick Bellore,SEA,FB,17,1.5,6.7,3.5,0,0,4.4,31.4,0.3,0,0,0.3,5.61
145,Patrick Taylor,GB,RB,17,7.9,39.3,4.9,0,0,1.6,13,0,0,0,0.3,5.23
146,Trenton Cannon,CAR,RB,17,4.9,20.4,4,0.1,0,2.6,19.2,0.1,0,0,0.3,5.16
147,Gabe Nabers,LAC,FB,17,2.6,11.2,3.7,0.1,0,2.5,19.5,0.2,0.1,0.1,0.3,4.67
148,Patrick Laird,MIA,RB,17,5.1,22,4.4,0,0,3.2,24.3,0,0,0,0.3,4.63
149,Keith Smith,ATL,FB,17,4.4,15.4,3.8,0.1,0,2.7,20.1,0.1,0.1,0.1,0.3,4.55
150,Buddy Howell,HOU,RB,17,2.5,10.4,5,0.1,0,3.2,22,0.1,0,0,0.3,4.44
151,Derek Watt,PIT,FB,17,3.3,14.1,4.7,0.2,0,1.4,9.5,0.1,0,0,0.2,4.16
152,Antonio Williams,BUF,RB,17,6.2,26.5,4.3,0.2,0,0.3,2.6,0,0,0,0.2,4.11
153,Michael Burton,KC,FB,17,3.3,12.7,4.3,0.1,0,2,15.6,0.1,0,0,0.2,4.03
154,John Kelly,CLE,RB,17,11.2,41.1,3.7,0,0,0,0,0,0.1,0.1,0.2,3.91
155,Khari Blasingame,TEN,RB,17,0.6,2.4,2,0,0,3.4,27.6,0.1,0,0,0.2,3.6
156,A.J. Rose Jr.,MIN,RB,17,4,22,5.5,0,3,2,13,0,0,0,0.2,3.5
157,Andy Janovich,CLE,FB,17,0.9,3.4,3,0,0,2.9,24.1,0.1,0,0,0.2,3.35
158,Dwayne Washington,NO,RB,17,5.4,19.7,4,0.1,0,1,7.6,0,0,0,0.2,3.33
159,Dexter Williams,GB,RB,17,3.7,15.9,4,0.2,0,0.3,2.4,0,0,0,0.2,3.03
160,Elijhaa Penny,NYG,RB,17,4,14.6,3.8,0.1,0,1.6,11.2,0,0.1,0.1,0.2,2.98
161,Devine Ozigbo,JAX,RB,17,2.6,10.6,3.7,0.1,0,1.9,13,0,0,0,0.2,2.96
162,Jakob Johnson,NE,FB,17,0.4,1.2,0,0,0,2.8,20.4,0.1,0,0,0.2,2.76
163,C.J. Prosise,TB,RB,17,1.4,4.2,4,0,0,1.1,7,0.1,0.1,0.1,0.1,1.52
164,Jonathan Williams,WAS,RB,17,2.2,9.2,4.5,0,0,0.9,7,0,0.1,0.1,0.1,1.42
165,Caleb Huntley,ATL,RB,17,3.4,5.5,2,0,0,1,5.3,0,0,0,0.1,1.08
166,Ryan Nall,CHI,RB,17,1.1,3.3,3,0,0,0.9,7.3,0,0,0,0.1,1.06
167,Nathan Cottrell,JAX,RB,17,0.9,3.6,4,0,0,0.9,6.2,0,0,0,0.1,0.98
168,Damarea Crockett,DEN,RB,17,1,4.2,4,0,0,0.9,5.5,0,0,0,0.1,0.97
168,Adrian Killins Jr.,PHI,RB,17,1.1,3.5,4,0,0,1.1,6.2,0,0,0,0.1,0.97
170,Taiwan Jones,BUF,RB,17,1.3,5.1,5,0,0,0.5,4.1,0,0,0,0.1,0.92
170,Jordan Scarlett,MIA,RB,17,0.9,3.9,4,0,0,0.9,5.3,0,0,0,0.1,0.92
172,Scottie Phillips,HOU,RB,17,0.7,3.3,3,0,0,0.8,5.7,0,0,0,0.1,0.9
173,Elijah McGuire,KC,RB,17,0.9,3.1,3,0,0,0.7,5.7,0,0,0,0.1,0.88
174,Cullen Gillaspia,NYG,FB,17,0.7,3,3,0,0,0.9,5.7,0,0,0,0.1,0.87
175,Jonathan Ward,ARI,RB,17,2.1,7.8,4,0,0,0.2,0.8,0,0,0,0.1,0.86
176,Jason Huntley,PHI,RB,17,1,3.2,3,0,0,0.9,5.3,0,0,0,0,0.85
177,Levante Bellamy,DEN,RB,17,1,3.8,4,0,0,0.7,4.6,0,0,0,0,0.84
177,Artavis Pierce,CHI,RB,17,0.8,3.4,3,0,0,0.7,5,0,0,0,0,0.84
179,Austin Walter,NYJ,RB,17,0.8,3.1,3,0,0,0.7,5.2,0,0,0,0,0.83
180,Tony Jones Jr.,NO,RB,17,0.8,0.9,1,0,0,0.2,0.5,0,0,0,0,0.14
181,Theo Riddick,LV,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Darius Jackson,HOU,RB,17,0.1,0,0,0,0,0,0,0,0,0,0,0
181,Danny Vitale,NE,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Taquan Mizzell,NYG,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Nick Bawden,DET,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Cam Akers,LAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Elijah Holyfield,PHI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Josh Johnson,SEA,RB,17,0,0,0,0,0,0,0,0,0,0,0,0
181,Javon Leake,WAS,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Benny LeMay,IND,RB,17,0,0,0,0,0,0,0,0,0,0,0,0
181,Mike Warren II,DET,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Trey Ragas,LV,RB,17,0,0,0,0,0,0,0,0,0,0,0,0
181,Darius Anderson,IND,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Christian Wade,BUF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Ryquell Armstead,NYG,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Darius Bradwell,LAC,RB,17,0,0,0,0,0,0,0,0,0,0,0,0
181,Rakeem Boyd,DET,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Jacques Patrick,CIN,RB,17,0,0,0,0,0,0,0,0,0,0,0,0
181,Spencer Brown,CAR,RB,17,0,0,0,0,0,0,0,0,0,0,0,0
181,Deon Jackson,IND,RB,17,0,0,0,0,0,0,0,0,0,0,0,0
181,Bryce Love,WAS,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Tavien Feaster,ARI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Sewo Olonilua,DAL,FB,17,0,0,0,0,0,0,0,0,0,0,0,0
181,Jordan Chunn,NYG,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
181,C.J. Marable,CHI,RB,17,0,0,0,0,0,0,0,0,0,0,0,0
181,Darius Clark,CAR,RB,17,0,0,0,0,0,0,0,0,0,0,0,0
