Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
121,Stevan Ridley,PIT,RB,16,13,47,3.6,0,1.33,1,4,0,0,0,0.3,5.1
122,C.J. Ham,MIN,FB,16,8,19,2.4,0,3.9,3,31,0,0,0,0.3,5
123,David Williams,JAX,RB,16,10,34,3.4,0,2.82,2,14,0,0,0,0.3,4.8
124,Andy Janovich,DEN,FB,16,5,19,3.8,0,5.96,4,28,0,0,0,0.3,4.7
125,David Fluellen,TEN,RB,16,8,34,4.2,0,1.45,1,12,0,0,0,0.3,4.6
126,Gus Edwards,BAL,RB,16,10,33,3.3,0,2.62,2,11,0,0,0,0.3,4.4
126,Alan Cross,TB,FB,16,0,0,0,0,10.2,6,64,0,1,1,0.3,4.4
128,Michael Burton,CHI,FB,16,3,21,7,0,2.72,2,22,0,0,0,0.3,4.3
129,James Develin,NE,FB,16,1,2,2,0,5.76,4,35,0,0,0,0.2,3.7
129,Zach Line,NO,FB,16,4,12,3,0,3.93,3,25,0,0,0,0.2,3.7
131,Roosevelt Nix,PIT,FB,16,9,22,2.4,0,2.8,2,14,0,0,0,0.2,3.6
132,Tre Madden,SEA,RB,16,4,9,2.2,0,2.78,2,26,0,0,0,0.2,3.5
133,Keith Smith,LV,FB,16,3,8,2.7,0,5.2,4,26,0,0,0,0.2,3.4
134,Justin Davis,LAR,RB,16,7,22,3.1,0,1.33,1,9,0,0,0,0.2,3.1
135,Senorise Perry,MIA,RB,16,6,22,3.7,0,1.48,1,7,0,0,0,0.2,2.9
136,Brian Hill,ATL,RB,16,4,15,3.8,0,2.6,2,12,0,0,0,0.2,2.7
137,Taiwan Jones,BUF,RB,16,2,14,7,0,1.33,1,12,0,0,0,0.2,2.6
138,Daniel Lasco,NO,RB,16,5,15,3,0,1.36,1,7,0,0,0,0.1,2.2
139,Mack Brown,WAS,RB,16,4,20,5,0,0,0,0,0,0,0,0.1,2
140,Derrick Coleman,ARI,FB,16,1,3,3,0,1.45,1,16,0,0,0,0.1,1.9
140,Trey Edmunds,PIT,RB,16,3,16,5.3,0,0,0,3,0,0,0,0.1,1.9
142,Byron Marshall,WAS,RB,16,2,8,4,0,2.64,2,9,0,0,0,0.1,1.7
143,Matt Dayes,SF,RB,16,1,4,4,0,1.41,1,11,0,0,0,0.1,1.5
144,Brandon Bolden,MIA,RB,16,2,12,6,0,0,0,0,0,0,0,0.1,1.2
144,Kenjon Barner,NE,RB,16,2,7,3.5,0,1.45,1,5,0,0,0,0.1,1.2
146,Roc Thomas,MIN,RB,16,7,9,1.3,0,0,0,0,0,0,0,0.1,0.9
147,Joe Kerridge,GB,FB,16,0.25,1,0,0,2.8,2,5,0,0,0,0,0.6
148,Justin Jackson,LAC,RB,16,4,4,1,0,0,0,0,0,0,0,0,0.4
149,Joel Bouagnon,DET,RB,16,1,1,1,0,0,0,2,0,0,0,0,0.3
149,Taquan Mizzell,CHI,RB,16,3,3,1,0,0,0,0,0,0,0,0,0.3
149,Devante Mays,CLE,RB,16,8,11,1.4,0,4.38,3,12,0,1,1,0,0.3
152,Tra Carson,GB,RB,16,0,0,0,0,0,0,1,0,0,0,0,0.1
153,Matt Forte,NYJ,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Cedric Peerman,CIN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Shane Vereen,NO,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,DeMarco Murray,TEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Christine Michael,IND,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jamaal Charles,DEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Mike James,DET,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Mike Gillislee,NO,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Kerwynn Williams,KC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Lance Dunbar,LAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,John Kuhn,NO,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Mike Tolbert,BUF,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Danny Woodhead,BAL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Austin Johnson,TB,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Fitzgerald Toussaint,PIT,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Charcandrick West,NYJ,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,George Winn,IND,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Eddie Lacy,SEA,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Travaris Cadet,BUF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,John Crockett,BAL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jerick McKinnon,SF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Terron Ward,ATL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Matt Jones,PHI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Aaron Ripkowski,GB,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Zach Zenner,DET,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Bishop Sankey,MIN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Tyler Gaffney,JAX,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Lawrence Thomas,NYJ,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Keith Marshall,WAS,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Terrance West,NO,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jay Prosch,HOU,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Brandon Radcliff,MIA,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Taniela Tupou,ATL,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jordan Todman,HOU,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Shane Smith,NYG,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Akeem Judd,NYJ,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Marquez Williams,CLE,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Danny Vitale,CLE,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Derrius Guice,WAS,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Dalton Crossan,TB,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Josh Rounds,CLE,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Connor Harris,CIN,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Darius Victor,ARI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Demario Richard,ATL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Lavon Coleman,HOU,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Orleans Darkwa,NYG,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Malik Williams,ATL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jahad Thomas,NYJ,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Ray Lawry,CIN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Kenneth Farrow,LAC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Justin Crawford,ATL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Andre Williams,LAC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Lenard Tillery,LAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jeremy McNichols,DEN,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
153,Darrel Williams,KC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Dalyn Dawkins,TEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,CJ Spiller,KC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Kamryn Pettway,MIN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jarvion Franklin,PIT,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Marcus Martin,SEA,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Terrence Magee,ATL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Shane Wimann,NE,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Andre Ellington,HOU,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Reggie Bonnafon,CAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,George Atkinson,KC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Mark Thompson,BAL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Sam Rogers,LAR,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Keith Ford,BUF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Branden Oliver,IND,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Kenny Hilliard,WAS,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,James Summers,PIT,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jeremy Langford,MIA,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Josh Adams,PHI,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
153,Darius Jackson,DAL,RB,16,1,0,0,0,0,0,0,0,0,0,0,0
153,Malcolm Johnson,SF,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Zach Laskey,LAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Aaron Green,BUF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Zach Olstad,BUF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Terrell Watson,NYG,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Kelvin Taylor,CLE,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Ralph Webb,NE,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Daniel Marx,ATL,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jonathan Williams,IND,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
153,Dontrell Hilliard,CLE,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Khalid Hill,SEA,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Henry Poggi,LV,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Troymaine Pope,HOU,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Donnel Pumphrey,PHI,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
153,Joe Williams,SF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Charles Sims,TB,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jalston Fowler,ATL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Bronson Hill,GB,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Trey Williams,DAL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Akeem Hunt,KC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Thomas Rawls,NYJ,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jalen Simmons,NYG,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Elijhaa Penny,ARI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jeff Wilson Jr.,SF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Leshun Daniels Jr.,WAS,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,De'Veon Smith,MIA,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,De'Angelo Henderson,DEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Tion Green,IND,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Russell Hansbrough,LAC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Dare Ogunbowale,WAS,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Luke McNitt,ATL,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Ryan Nall,CHI,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
153,Akrum Wadley,TEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Chris Ezeala,BAL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,I'Tavius Mathers,JAX,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Algernon Brown,KC,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jarveon Williams,CIN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Martez Carter,WAS,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Elijah Hood,CAR,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
153,De'Lance Turner,BAL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Tim Cook,JAX,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Josh Ferguson,HOU,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
153,D.J. Foster,ARI,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
153,Nick Bawden,DET,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Terry Swanson,HOU,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Dimitri Flowers,NYJ,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Julian Allen,CLE,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Sherman Badie,ARI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jordan Chunn,DAL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Nick Sharga,LV,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Chris Warren III,LV,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
153,Khalfani Muhammad,TEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,J.D. Moore,KC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Elijah Wellman,WAS,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Ervin Phillips,TB,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Buddy Howell,MIA,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Larry Rose,TEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Robert Martin,NYG,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Fozzy Whittaker,CAR,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
153,Patrick Ricard,BAL,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Austin Ramesh,ARI,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Johnny Stanton,MIN,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
