Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
65,Rex Burkhead,NE,RB,16,57,193,3.4,2,23.04,16,177,1,1,1,3.3,53
66,Dare Ogunbowale,TB,RB,16,65,233,3.6,1,29.2,20,155,1,0,0,3.2,50.8
67,Chase Edmonds,ARI,RB,16,61,256,4.2,1,25.16,17,148,1,1,1,3.2,50.4
68,Damien Harris,NE,RB,16,78,286,3.7,2,16.28,11,84,0,1,1,2.9,47
69,T.J. Yeldon,BUF,RB,16,50,184,3.7,1,29.6,20,169,1,1,1,2.8,45.3
70,Mike Davis,CHI,RB,16,47,224,4.8,2,22.2,15,102,0,0,0,2.8,44.6
71,Dontrell Hilliard,CLE,RB,16,42,140,3.3,1,31.08,21,166,1,0,0,2.7,42.6
71,Ty Johnson,DET,RB,16,68,216,3.2,1,22.4,16,110,1,1,1,2.7,42.6
73,Darwin Thompson,KC,RB,16,59,253,4.3,1,17.64,12,92,0,0,0,2.5,40.5
74,Darren Sproles,PHI,RB,16,37,120,3.2,1,25.92,18,160,1,0,0,2.5,40
75,Wayne Gallman II,NYG,RB,16,70,256,3.7,1,18.72,13,99,0,1,1,2.5,39.5
76,Theo Riddick,DEN,RB,16,15,98,6.5,1,32.56,22,162,1,0,0,2.4,38
77,Bilal Powell,NYJ,RB,16,39,205,5.3,1,17.4,12,101,0,0,0,2.3,36.6
78,DeAndre Washington,LV,RB,16,59,215,3.6,2,8.04,6,43,0,1,1,2.2,35.8
79,Malcolm Brown,LAR,RB,16,61,250,4.1,1,8.52,6,44,0,0,0,2.2,35.4
80,Cordarrelle Patterson,CHI,RB,16,14,89,6.4,1,19.89,13,143,1,0,0,2.2,35.2
81,Wendell Smallwood,WAS,RB,16,34,133,3.9,1,14.9,10,91,1,0,0,2.2,34.4
82,Devontae Booker,DEN,RB,16,31,140,4.5,1,30.24,21,150,0,1,1,2.1,33
83,Raheem Mostert,SF,RB,16,33,201,6.1,1,13.6,10,67,0,0,0,2,32.8
84,Corey Clement,PHI,RB,16,36,164,4.6,1,15.72,12,89,0,0,0,2,31.3
85,Benny Snell Jr.,PIT,RB,16,47,172,3.7,1,11.2,8,63,0,1,1,1.7,27.5
86,Devine Ozigbo,JAX,RB,16,24,145,6,1,11.2,8,68,0,0,0,1.7,27.3
87,Brian Hill,ATL,RB,16,23,165,7.2,1,6.5,5,39,0,0,0,1.6,26.4
88,Jordan Scarlett,CAR,RB,16,46,156,3.4,1,7.2,5,41,0,0,0,1.6,25.7
89,Alfred Morris,DAL,RB,16,35,160,4.6,1,4.02,3,28,0,0,0,1.6,24.8
90,Kenneth Dixon,BAL,RB,16,29,149,5.1,1,5.32,4,37,0,1,1,1.4,22.6
90,Jordan Wilkins,IND,RB,16,31,157,5.1,1,6.75,5,29,0,1,1,1.4,22.6
92,Mark Walton,MIA,RB,16,50,156,3.1,1,4.38,3,28,0,1,1,1.4,22.4
93,Cullen Gillaspia,HOU,FB,16,28,105,3.8,1,8.34,6,58,0,0,0,1.4,22.3
94,Mike Boone,MIN,RB,16,28,121,4.3,1,8.1,6,41,0,0,0,1.4,22.2
95,Dexter Williams,GB,RB,16,29,113,3.9,1,6.75,5,36,0,0,0,1.3,20.9
96,Reggie Bonnafon,CAR,RB,16,22,91,4.1,1,10.4,8,54,0,0,0,1.3,20.5
97,Buddy Howell,HOU,RB,16,25,92,3.7,1,5.48,4,44,0,0,0,1.2,19.6
98,Samaje Perine,CIN,RB,16,43,145,3.4,0,11.97,9,63,0,1,1,1.2,18.8
99,C.J. Prosise,SEA,RB,16,32,102,3.2,0,13.1,10,85,0,0,0,1.2,18.7
100,Kyle Juszczyk,SF,FB,16,8,25,3.1,0,24.66,18,161,0,0,0,1.2,18.6
101,Qadree Ollison,ATL,RB,16,24,93,3.9,1,4.14,3,24,0,0,0,1.1,17.7
102,D.J. Foster,ARI,RB,16,14,56,4,0,15.51,11,97,0,0,0,1,15.3
103,Alfred Blue,JAX,RB,16,39,100,2.6,0,8.1,6,44,0,0,0,0.9,14.4
103,Dwayne Washington,NO,RB,16,28,130,4.6,0,2.9,2,14,0,0,0,0.9,14.4
105,Taiwan Jones,HOU,RB,16,19,76,4,0,7.98,6,50,0,0,0,0.8,12.6
106,D'Ernest Johnson,CLE,RB,16,17.25,69,4.1,0,9.73,7,56,0,0,0,0.8,12.5
107,Paul Perkins,NYG,RB,16,25,88,3.5,0,7.25,5,33,0,0,0,0.8,12.1
108,Jonathan Williams,IND,RB,16,26,98,3.8,0,4.2,3,19,0,0,0,0.7,11.7
109,James Develin,NE,FB,16,4,16,4,1,10.08,7,40,0,0,0,0.7,11.6
109,David Fluellen,TEN,RB,16,20,78,3.9,0,7.25,5,38,0,0,0,0.7,11.6
111,J.D. McKissic,DET,RB,16,24,59,2.5,0,8.7,6,44,0,0,0,0.6,10.3
112,Myles Gaskin,MIA,RB,16,18,71,3.9,0,4.17,3,21,0,0,0,0.6,9.2
113,Trenton Cannon,NYJ,RB,16,17,55,3.2,0,6.6,5,35,0,0,0,0.6,9
114,Alex Armah,CAR,FB,16,7,22,3.1,1,1.38,1,6,0,0,0,0.6,8.8
115,Spencer Ware,IND,RB,16,18,72,4,0,2.78,2,15,0,0,0,0.5,8.7
116,Trayveon Williams,CIN,RB,16,12,64,5.3,0,4.14,3,22,0,0,0,0.5,8.6
117,Elijhaa Penny,NYG,RB,16,5,45,9,0,7.2,5,40,0,0,0,0.5,8.5
118,Darrel Williams,KC,RB,16,14,47,3.4,0,5.52,4,31,0,0,0,0.5,7.8
119,Zach Line,NO,FB,16,9,44,4.9,0,6.55,5,29,0,0,0,0.5,7.3
119,Nick Bawden,DET,FB,16,15,29,1.9,0,9.94,7,44,0,0,0,0.5,7.3
121,Ameer Abdullah,MIN,RB,16,16,40,2.5,0,5.44,4,30,0,0,0,0.4,7
122,Travis Homer,SEA,RB,16,12,44,3.7,0,4.11,3,23,0,0,0,0.4,6.7
123,Patrick Laird,MIA,RB,16,10,43,4.3,0,2.94,2,17,0,0,0,0.4,6
124,C.J. Ham,MIN,FB,16,8,19,2.4,0,6.5,5,38,0,0,0,0.4,5.7
125,Bryce Love,WAS,RB,16,7,27,3.9,0,5.24,4,28,0,0,0,0.3,5.5
126,Anthony Sherman,KC,FB,16,4,8,2,0,7.1,5,46,0,0,0,0.3,5.4
127,Jamize Olawale,DAL,FB,16,4,9,2.2,0,7.35,5,40,0,0,0,0.3,4.9
128,Andy Janovich,DEN,FB,16,3,7,2.3,0,8.94,6,41,0,0,0,0.3,4.8
129,Brandon Bolden,NE,RB,16,7,34,4.9,0,1.37,1,9,0,0,0,0.3,4.3
130,Nick Bellore,SEA,FB,16,0,0,0,0,5.96,4,42,0,0,0,0.3,4.2
131,Troymaine Pope,LAC,RB,16,6,26,4.3,0,2.8,2,15,0,0,0,0.3,4.1
132,Shaun Wilson,WAS,RB,16,6,27,4.5,0,2.92,2,13,0,0,0,0.2,4
133,Tyler Ervin,JAX,RB,16,8,34,4.2,0,4.38,3,25,0,1,1,0.2,3.9
134,Kenjon Barner,ATL,RB,16,7,26,3.7,0,1.45,1,9,0,0,0,0.2,3.5
134,De'Lance Turner,BAL,RB,16,5,19,3.8,0,2.92,2,16,0,0,0,0.2,3.5
136,Roosevelt Nix,PIT,FB,16,2,4,2,0,5.6,4,28,0,0,0,0.2,3.2
136,Matt Dayes,NO,RB,16,3,14,4.7,0,2.82,2,18,0,0,0,0.2,3.2
138,Jeff Wilson Jr.,SF,RB,16,0,0,0,0,4.08,3,30,0,0,0,0.2,3
139,Dalyn Dawkins,TEN,RB,16,6,22,3.7,0,1.43,1,6,0,0,0,0.2,2.8
140,Patrick DiMarco,BUF,FB,16,2,9,4.5,0,2.72,2,17,0,0,0,0.2,2.6
141,Derek Watt,LAC,FB,16,4,13,3.2,0,2.78,2,11,0,0,0,0.2,2.4
142,Senorise Perry,BUF,RB,16,4,12,3,0,1.48,1,11,0,0,0,0.1,2.3
143,Danny Vitale,GB,FB,16,0.25,1,0,0,4.44,3,21,0,0,0,0.1,2.2
143,Patrick Ricard,BAL,FB,16,4,11,2.8,0,2.98,2,11,0,0,0,0.1,2.2
145,Jordan Chunn,DAL,RB,16,2,8,4,0,1.49,1,6,0,0,0,0.1,1.4
146,Trey Edmunds,PIT,RB,16,0,0,0,0,2.88,2,13,0,0,0,0.1,1.3
147,Tra Carson,GB,RB,16,0.25,1,0,0,1.36,1,9,0,0,0,0.1,1
147,Kerrith Whyte,CHI,RB,16,4,10,2.5,0,0,0,0,0,0,0,0.1,1
149,Lamar Miller,HOU,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Doug Martin,LV,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Kerwynn Williams,NO,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Jacquizz Rodgers,NO,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Tommy Bohanon,GB,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Charcandrick West,IND,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Michael Burton,NO,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Jerick McKinnon,SF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Kapri Bibbs,GB,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Rod Smith,NYG,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Benjamin Cunningham,JAX,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Andre Ellington,TB,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Marcus Murphy,BUF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Malcolm Johnson,GB,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Daniel Lasco,NO,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Zach Zenner,DET,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Brandon Wilds,SF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Thomas Rawls,JAX,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Corey Grant,GB,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Javorius Allen,NO,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Rob Kelley,NO,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Isaiah Crowell,LV,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Byron Marshall,BUF,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Ricky Ortiz,ATL,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Russell Hansbrough,WAS,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Cameron Artis-Payne,CAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Keith Smith,ATL,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Ralph Webb,PIT,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Karan Higdon Jr.,HOU,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Kenneth Farrow,MIA,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,D'Onta Foreman,IND,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Darius Jackson,DAL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Jeremy Langford,ATL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Akeem Hunt,TEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Bo Scarbrough,SEA,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Mike Weber,DAL,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Mack Brown,LV,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Shane Smith,NO,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Mark Thompson,DET,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Keith Ford,GB,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Ryan Nall,CHI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Jeremy McNichols,TEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,David Williams,DEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Josh Adams,PHI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Detrez Newsome,LAC,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,De'Angelo Henderson,MIN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Josh Ferguson,HOU,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Wes Hills,ARI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Rodney Anderson,CIN,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Elijah Holyfield,CAR,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Alex Barnes,TEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Damarea Crockett,LV,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Jeremy Cox,LAC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,John Kelly,LAR,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Devante Mays,JAX,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Chris Warren III,LV,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Christian Wade,BUF,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,T.J. Logan,TB,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Elijah Hood,JAX,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Khalfani Muhammad,DEN,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Donnel Pumphrey,PHI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Martez Carter,NO,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Justin Davis,LAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Bruce Anderson III,TB,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Josh Caldwell,KC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Roc Thomas,JAX,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Joe Kerridge,CLE,FB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Nick Brossette,NE,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Chandler Cox,MIA,FB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Jon Hilliman,NYG,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Robert Martin,NYG,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Devontae Jackson,DEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Elijah McGuire,CLE,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,James Williams,KC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Taquan Mizzell,CHI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Boston Scott,PHI,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
149,Darrin Hall,GB,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
