Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
52,Rashaad Penny,SEA,RB,10,65,370,5.7,3,11,8,83,1,1,1,6.7,67.3
53,Kareem Hunt,CLE,RB,8,43,179,4.2,2,44,37,285,1,1,0,8,64.4
54,Nyheim Hines,IND,RB,16,52,199,3.8,2,58,44,320,0,1,1,3.9,61.9
55,Alexander Mattison,MIN,RB,13,100,462,4.6,1,12,10,82,0,1,1,4.5,58.4
56,Jaylen Samuels,PIT,RB,14,66,175,2.7,1,57,47,305,1,1,1,4.1,57.4
57,Brian Hill,ATL,RB,12,78,323,4.1,2,14,10,69,1,0,0,4.8,57.2
58,Malcolm Brown,LAR,RB,14,69,255,3.7,5,6,2,16,0,0,0,4.1,57.1
59,Benny Snell Jr.,PIT,RB,13,108,426,3.9,2,4,3,23,0,1,1,4.2,54.9
60,Darrel Williams,KC,RB,10,41,141,3.4,3,19,15,167,1,1,1,5.3,52.8
61,Chris Thompson,WAS,RB,11,37,138,3.7,0,58,42,378,0,1,0,4.7,51.6
62,Derrius Guice,WAS,RB,5,42,245,5.8,2,9,7,79,1,0,0,10.1,50.4
63,J.D. McKissic,DET,RB,16,38,205,5.4,0,42,34,233,1,0,0,3.1,49.8
64,Jordan Wilkins,IND,RB,14,51,307,6,2,11,7,43,0,0,0,3.4,47
64,Mike Boone,MIN,RB,16,49,273,5.6,3,4,3,17,0,0,0,2.9,47
66,Jalen Richard,LV,RB,16,39,145,3.7,0,43,36,323,0,2,0,2.9,46.8
67,Patrick Laird,MIA,RB,15,62,168,2.7,1,30,23,204,0,0,0,3,45.2
68,Jeff Wilson Jr.,SF,RB,10,27,105,3.9,4,5,3,34,1,0,0,4.4,43.9
69,Bo Scarbrough,DET,RB,6,89,377,4.2,1,4,1,5,0,1,1,7,42.2
70,Brandon Bolden,NE,RB,15,15,68,4.5,3,11,9,111,1,0,0,2.8,41.9
71,Justice Hill,BAL,RB,16,58,225,3.9,2,15,8,70,0,0,0,2.6,41.5
72,Dion Lewis,TEN,RB,16,54,209,3.9,0,32,25,164,1,1,1,2.6,41.3
73,Dare Ogunbowale,TB,RB,16,11,17,1.5,2,47,35,286,0,2,1,2.5,40.3
74,Giovani Bernard,CIN,RB,16,53,170,3.2,0,43,30,234,0,2,1,2.4,38.4
75,Kalen Ballage,MIA,RB,12,74,135,1.8,3,24,14,63,0,0,0,3.2,37.8
76,Wayne Gallman II,NYG,RB,10,29,110,3.8,2,15,11,102,1,1,1,3.7,37.2
76,Ryquell Armstead,JAX,RB,16,35,108,3.1,0,24,14,144,2,0,0,2.3,37.2
78,Ty Johnson,DET,RB,16,63,273,4.3,0,31,24,109,0,1,1,2.3,36.2
79,Jonathan Williams,IND,RB,9,49,235,4.8,1,5,5,59,0,0,0,3.9,35.4
80,Kyle Juszczyk,SF,FB,12,3,7,2.3,0,24,20,239,1,0,0,2.6,30.6
81,Qadree Ollison,ATL,RB,8,22,50,2.3,4,2,1,7,0,1,0,3.7,29.7
82,Mark Walton,MIA,RB,7,53,201,3.8,0,21,15,89,0,1,1,3.9,27
83,Bilal Powell,NYJ,RB,13,59,229,3.9,0,12,7,33,0,0,0,2,26.2
84,Dontrell Hilliard,CLE,RB,14,13,49,3.8,2,15,12,92,0,2,0,1.9,26.1
85,Ito Smith,ATL,RB,7,22,106,4.8,1,14,11,87,0,0,0,3.6,25.3
86,Myles Gaskin,MIA,RB,7,36,133,3.7,1,12,7,51,0,0,0,3.5,24.4
87,Ameer Abdullah,MIN,RB,16,23,115,5,0,21,15,88,1,1,1,1.5,24.3
88,Reggie Bonnafon,CAR,RB,13,16,116,7.2,1,9,6,57,0,0,0,1.8,23.3
89,Darwin Thompson,KC,RB,12,37,128,3.5,1,10,9,43,0,0,0,1.9,23.1
90,Justin Jackson,LAC,RB,7,29,200,6.9,0,11,9,22,0,0,0,3.2,22.2
91,C.J. Ham,MIN,FB,16,7,17,2.4,0,26,17,149,1,1,1,1.3,20.6
92,Ty Montgomery,NYJ,RB,16,32,103,3.2,0,17,13,90,0,0,0,1.2,19.3
93,C.J. Prosise,SEA,RB,9,23,72,3.1,1,12,10,76,0,1,1,2.1,18.8
94,Cordarrelle Patterson,CHI,RB,16,17,103,6.1,0,17,11,83,0,0,0,1.2,18.6
95,Darrell Henderson Jr.,LAR,RB,13,39,147,3.8,0,6,4,37,0,0,0,1.4,18.4
96,Travis Homer,SEA,RB,16,18,114,6.3,0,13,11,56,0,0,0,1.1,17
97,T.J. Yeldon,BUF,RB,6,17,63,3.7,0,15,13,124,0,1,1,2.8,16.7
98,Wendell Smallwood,WAS,RB,15,22,81,3.7,0,13,9,64,0,0,0,1,14.5
99,Wes Hills,DET,RB,1,10,21,2.1,2,2,2,1,0,0,0,14.2,14.2
100,Trey Edmunds,PIT,RB,11,22,92,4.2,0,7,6,48,0,0,0,1.3,14
101,Kerrith Whyte,PIT,RB,6,24,122,5.1,0,1,1,9,0,0,0,2.2,13.1
102,Alec Ingold,LV,FB,16,10,17,1.7,0,6,6,44,1,0,0,0.8,12.1
103,Darren Sproles,PHI,RB,6,17,66,3.9,0,10,6,24,0,1,0,1.8,11
104,Patrick Ricard,BAL,FB,16,0,0,0,0,11,8,47,1,0,0,0.7,10.7
105,Javorius Allen,NYG,RB,10,10,36,3.6,1,2,1,9,0,0,0,1,10.5
106,Andy Janovich,DEN,FB,7,1,1,1,1,5,5,42,0,0,0,1.5,10.3
107,Derek Watt,LAC,FB,16,7,10,1.4,1,5,3,32,0,0,0,0.6,10.2
108,Danny Vitale,GB,FB,15,1,3,3,0,12,7,97,0,0,0,0.7,10
109,Marshawn Lynch,SEA,RB,1,12,34,2.8,1,0,0,0,0,0,0,9.4,9.4
110,D'Ernest Johnson,CLE,RB,16,4,21,5.2,0,7,6,71,0,0,0,0.6,9.2
111,Nick Bellore,SEA,FB,14,0,0,0,0,2,2,23,1,0,0,0.6,8.3
112,Alex Armah,CAR,FB,16,6,11,1.8,1,2,2,6,0,0,0,0.5,7.7
113,Troymaine Pope,LAC,RB,14,10,20,2,0,3,2,14,1,1,1,0.5,7.4
114,Spencer Ware,KC,RB,3,17,51,3,0,7,5,22,0,1,0,2.4,7.3
115,Devontae Booker,DEN,RB,16,2,9,4.5,0,9,6,57,0,0,0,0.4,6.6
115,Dwayne Washington,NO,RB,15,8,60,7.5,0,1,1,6,0,0,0,0.4,6.6
115,Tra Carson,DET,RB,3,18,48,2.7,0,4,4,18,0,0,0,2.2,6.6
118,Zach Line,NO,FB,12,7,20,2.9,0,10,6,36,0,0,0,0.5,5.6
119,Khari Blasingame,TEN,RB,6,0,0,0,0,5,4,54,0,0,0,0.9,5.4
120,Jon Hilliman,NYG,RB,3,30,91,3,0,4,3,1,0,2,2,1.7,5.2
121,Devine Ozigbo,JAX,RB,10,9,27,3,0,5,3,23,0,0,0,0.5,5
122,Taiwan Jones,HOU,RB,11,9,40,4.4,0,1,1,9,0,0,0,0.4,4.9
122,Mike Davis,CAR,RB,12,13,27,2.1,0,8,7,22,0,0,0,0.4,4.9
124,Patrick DiMarco,BUF,FB,16,3,7,2.3,0,7,5,41,0,0,0,0.3,4.8
124,Elijhaa Penny,NYG,RB,16,15,39,2.6,0,4,2,9,0,0,0,0.3,4.8
126,CJ Anderson,DET,RB,2,16,43,2.7,0,0,0,0,0,0,0,2.2,4.3
127,Paul Perkins,DET,RB,4,12,29,2.4,0,1,1,9,0,0,0,1,3.8
128,Kenjon Barner,ATL,RB,14,4,28,7,0,8,6,22,0,4,1,0.2,3.12
129,Anthony Sherman,KC,FB,16,4,9,2.2,0,3,2,22,0,0,0,0.2,3.1
130,Jay Ajayi,PHI,RB,3,10,30,3,0,1,0,0,0,0,0,1,3
131,Dalyn Dawkins,TEN,RB,2,11,26,2.4,0,1,0,0,0,0,0,1.3,2.6
132,T.J. Logan,TB,RB,12,3,10,3.3,0,3,2,13,0,0,0,0.2,2.3
133,Keith Smith,ATL,FB,16,5,8,1.6,0,4,1,13,0,0,0,0.1,2.1
133,Tyler Ervin,GB,RB,8,1,10,10,0,4,2,11,0,2,0,0.3,2.1
135,Zach Zenner,MIA,RB,5,3,-2,-0.7,0,3,2,19,0,0,0,0.3,1.7
135,Nick Bawden,DET,FB,10,0,0,0,0,6,4,17,0,0,0,0.2,1.7
137,Samaje Perine,MIA,RB,7,5,16,3.2,0,0,0,0,0,0,0,0.2,1.6
138,Josh Adams,NYJ,RB,3,8,12,1.5,0,0,0,0,0,0,0,0.4,1.2
138,Damien Harris,NE,RB,3,4,12,3,0,0,0,0,0,0,0,0.4,1.2
140,Dexter Williams,GB,RB,4,5,11,2.2,0,0,0,0,0,0,0,0.3,1.1
141,Buddy Howell,HOU,RB,16,5,10,2,0,0,0,0,0,0,0,0.1,1
142,Josh Ferguson,WAS,RB,2,3,9,3,0,0,0,0,0,0,0,0.4,0.9
142,Jordan Scarlett,CAR,RB,9,4,9,2.2,0,0,0,0,0,0,0,0.1,0.9
142,John Kelly,LAR,RB,4,3,9,3,0,0,0,0,0,0,0,0.2,0.9
145,Ricky Ortiz,NO,FB,1,0,0,0,0,1,1,8,0,0,0,0.8,0.8
145,Ryan Nall,CHI,RB,8,2,8,4,0,0,0,0,0,0,0,0.1,0.8
147,Tony Brooks-James,PIT,RB,3,8,7,0.9,0,0,0,0,0,0,0,0.2,0.7
148,De'Lance Turner,MIA,RB,8,4,6,1.5,0,0,0,0,0,0,0,0.1,0.6
149,Jakob Johnson,NE,FB,2,0,0,0,0,2,1,5,0,0,0,0.2,0.5
150,Alfred Morris,ARI,RB,1,1,4,4,0,0,0,0,0,0,0,0.4,0.4
150,Senorise Perry,BUF,RB,11,3,3,1,0,1,1,1,0,0,0,0,0.4
150,Roosevelt Nix,PIT,FB,3,0,0,0,0,3,2,4,0,0,0,0.1,0.4
153,James Develin,NE,FB,2,2,3,1.5,0,0,0,0,0,0,0,0.2,0.3
154,Jamize Olawale,DAL,FB,16,0,0,0,0,2,0,0,0,0,0,0,0
154,Robert Turbin,SEA,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
154,David Fluellen,TEN,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
154,Michael Burton,WAS,FB,10,0,0,0,0,1,0,0,0,0,0,0,0
154,Rod Smith,LV,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
154,Trenton Cannon,NYJ,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
154,Jeremy McNichols,JAX,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
154,D.J. Foster,ARI,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
154,Austin Walter,NYG,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
154,Cullen Gillaspia,HOU,FB,16,0,0,0,0,0,0,0,0,0,0,0,0
154,Chandler Cox,MIA,FB,13,0,0,0,0,0,0,0,0,0,0,0,0
154,Trayveon Williams,CIN,RB,11,0,0,0,0,0,0,0,0,0,0,0,0
154,Craig Reynolds,WAS,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
167,Corey Clement,PHI,RB,4,0,0,0,0,0,0,0,0,2,2,-1,-4
