Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
119,Patrick DiMarco,BUF,FB,16,4,17,4.2,0,6.8,5,36,0,0,0,0.3,5.3
120,Khalfani Muhammad,TEN,RB,16,11,38,3.5,0,2.68,2,14,0,0,0,0.3,5.2
121,Matt Jones,IND,RB,16,7,28,4,0,2.88,2,23,0,0,0,0.3,5.1
121,Corey Grant,JAX,RB,16,9,38,4.2,0,1.47,1,13,0,0,0,0.3,5.1
121,Peyton Barber,TB,RB,16,9,40,4.4,0,2.7,2,11,0,0,0,0.3,5.1
124,Akeem Hunt,KC,RB,16,8,35,4.4,0,2.96,2,14,0,0,0,0.3,4.9
125,Matt Dayes,CLE,RB,16,12,46,3.8,0,0,0,0,0,0,0,0.3,4.6
125,Derek Watt,LAC,FB,16,4,12,3,0,4.17,3,34,0,0,0,0.3,4.6
127,Devante Mays,GB,RB,16,9,36,4,0,1.46,1,9,0,0,0,0.3,4.5
128,T.J. Logan,ARI,RB,16,8,30,3.8,0,2.8,2,12,0,0,0,0.3,4.2
129,Jalston Fowler,TEN,RB,16,5,17,3.4,0,4.2,3,24,0,0,0,0.3,4.1
130,Andre Williams,LAC,RB,16,10,39,3.9,0,0,0,0,0,0,0,0.2,3.9
131,Rod Smith,DAL,RB,16,4,14,3.5,0,2.6,2,17,0,0,0,0.2,3.1
132,James Develin,NE,FB,16,2,8,4,0,4.32,3,22,0,0,0,0.2,3
133,Jay Prosch,HOU,FB,16,3,10,3.3,0,4.02,3,19,0,0,0,0.2,2.9
133,C.J. Ham,MIN,FB,16,11,15,1.4,0,3.9,3,14,0,0,0,0.2,2.9
133,Alan Cross,TB,FB,16,0,0,0,0,6.8,4,29,0,0,0,0.2,2.9
136,Keith Smith,DAL,FB,16,4,14,3.5,0,2.6,2,14,0,0,0,0.2,2.8
136,Danny Vitale,CLE,FB,16,2,9,4.5,0,4.44,3,19,0,0,0,0.2,2.8
138,Brandon Bolden,NE,RB,16,3,8,2.7,0,4.11,3,19,0,0,0,0.2,2.7
139,Marcus Murphy,NYJ,RB,16,5,18,3.6,0,1.34,1,8,0,0,0,0.2,2.6
139,Anthony Sherman,KC,FB,16,3,12,4,0,2.84,2,14,0,0,0,0.2,2.6
141,Bronson Hill,MIN,RB,16,7,5,0.7,0,4.47,3,15,0,0,0,0.1,2
142,Marquez Williams,JAX,FB,16,2,7,3.5,0,1.37,1,7,0,0,0,0.1,1.4
143,Taiwan Jones,BUF,RB,16,1,3,3,0,1.33,1,10,0,0,0,0.1,1.3
143,Roosevelt Nix,PIT,FB,16,2,4,2,0,2.8,2,9,0,0,0,0.1,1.3
145,Sam Rogers,LAR,FB,16,2,5,2.5,0,1.49,1,6,0,0,0,0.1,1.1
146,Michael Burton,CHI,FB,16,1,1,1,0,1.36,1,7,0,0,0,0,0.8
147,Elijhaa Penny,ARI,RB,16,2,1,0.5,0,0,0,0,0,0,0,0,0.1
148,Reggie Bush,BUF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,DeAngelo Williams,PIT,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Justin Forsett,DEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Rashad Jennings,NYG,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Marcel Reece,SEA,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Dexter McCluster,LAC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Bobby Rainey,BAL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Chris Johnson,ARI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Cedric Peerman,CIN,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
148,Joique Bell,DET,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Jerome Felton,BUF,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Matt Asiata,DET,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,CJ Spiller,KC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Ryan Mathews,PHI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Darrel Young,CAR,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Tim Hightower,SF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Stepfan Taylor,ARI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Kenjon Barner,LAC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Jordan Todman,HOU,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
148,Shaun Draughn,NYG,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Antone Smith,TB,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Jonathan Grimes,HOU,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,DuJuan Harris,JAX,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Bernard Pierce,DEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Daryl Richardson,IND,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Kapri Bibbs,SF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Christine Michael,IND,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
148,Tre Mason,LAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Spencer Ware,KC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Antonio Andrews,TEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Khiry Robinson,NYJ,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Chase Reynolds,LAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Knile Davis,PIT,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Stevan Ridley,DEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Ronnie Hillman,DAL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Denard Robinson,JAX,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Juwan Thompson,DEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Will Johnson,NYG,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Zach Line,MIN,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Storm Johnson,MIA,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Tommy Bohanon,JAX,FB,16,0,0,0,0,0,0,0,0,0,0,0,0
148,Mike James,DET,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
148,George Winn,IND,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
148,George Atkinson,LV,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Trey Millard,KC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Byron Marshall,PHI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,John Crockett,LV,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Bishop Sankey,MIN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Tyler Gaffney,NE,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Derrick Coleman,ATL,FB,16,0,0,0,0,0,0,0,0,0,0,0,0
148,Lorenzo Taliaferro,BAL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Travaris Cadet,NO,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Malcolm Johnson,SEA,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Zach Laskey,LAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Connor Harris,NYJ,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,David Fluellen,TEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Nikita Whitlock,NYG,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Daniel Lasco,NO,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Kenny Hilliard,WAS,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Dreamius Smith,PIT,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Rajion Neal,CLE,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Ka'Deem Carey,CHI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Brandon Wilds,CLE,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,David Cobb,CHI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Brandon Wegher,LAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Darrin Reaves,KC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Stanley Williams,CIN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Terrence Magee,SEA,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Kalif Phillips,GB,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Devine Redding,KC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Joel Bouagnon,CHI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Darius Jackson,CLE,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
148,Mike Davis,SEA,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Josh Ferguson,IND,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Glenn Gronkowski,NE,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Alex Armah,CAR,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Brandon Radcliff,TEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Joe Bacci,TEN,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Khalid Abdullah,NYG,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Darius Victor,NO,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Freddie Stevenson,CHI,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Shane Smith,NYG,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Lenard Tillery,LAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Jahad Thomas,DAL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Taniela Tupou,ATL,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Darrin Laufasa,CIN,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Tyler McCloskey,SF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,William Stanback,GB,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Gus Johnson,PIT,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Keith Marshall,WAS,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
148,Akeem Judd,TEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Jordan Johnson,BUF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Joe Kerridge,GB,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Tra Carson,CIN,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
148,Russell Hansbrough,TB,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
148,Julian Howsare,NYJ,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Aaron Green,LAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Austin Ekeler,LAC,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Dalton Crossan,IND,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,John Robinson-Woodgett,NO,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Gump Hayes,ARI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Josh Rounds,CHI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Taquan Mizzell,BAL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Leshun Daniels Jr.,NE,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Jarveon Williams,CIN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Trey Williams,PIT,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Kenneth Dixon,BAL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Jalen Simmons,CAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,De'Mard Llorens,LAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Tyler Renew,ATL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Kelvin Taylor,SEA,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Jhurell Pressley,ATL,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Tre Madden,SEA,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Tim Cook,JAX,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Corey Clement,PHI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Algernon Brown,SEA,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Brandon Brown-Dukes,PIT,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,J.D. McKissic,SEA,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Troymaine Pope,IND,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Joe Williams,SF,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
148,Kyle Coleman,SEA,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Ricky Ortiz,BAL,FB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Cedric O'Neal,BUF,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,I'Tavius Mathers,JAX,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
148,Darrius Sims,TEN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Terrell Newby,MIN,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Justin Davis,LAR,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Tion Green,DET,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,De'Veon Smith,MIA,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Trey Edmunds,NO,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Dare Ogunbowale,HOU,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Glenn Winston,CLE,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Quayvon Hicks,TB,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Romar Morris,NYJ,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
148,James Summers,ARI,RB,0,0,0,0,0,0,0,0,0,0,0,0,0
